编号,菜名,分类,配料 (g),适用餐次,口味,预计成本/份,热量 (kcal),蛋白质 (g),脂肪 (g),碳水 (g),标签
318,青椒炒肉,猪肉菜系,"猪里脊肉(100g), 青椒(80g), 食用油(15g), 酱油(10g), 料酒(5g), 姜(5g), 蒜(5g), 淀粉(3g), 盐(2g)","午餐, 晚餐",咸鲜,6.5,280,18,20,8,荤菜
319,青椒炒腊肉,猪肉菜系,"腊肉(80g), 青椒(120g), 大蒜(10g), 姜(5g), 食用油(15g), 盐(2g), 酱油(8g)","午餐, 晚餐",咸鲜,5.8,320,12.5,25,8,荤菜
320,青椒爆卤蹄,猪肉菜系,"猪蹄块(150g), 青椒(50g), 红椒(20g), 卤水(80g), 食用油(15g), 姜(10g), 蒜(10g), 料酒(10g), 生抽(5g), 白糖(3g)","午餐, 晚餐",咸鲜,8.5,320,18,25,6,荤菜
321,青椒猪头肉,猪肉菜系,"猪头肉(150g), 青椒(80g), 食用油(15g), 姜(5g), 蒜(5g), 酱油(10g), 料酒(5g), 盐(2g), 糖(2g)","午餐, 晚餐",咸鲜,8.5,365,18,30,5,荤菜
322,青椒瘦肉煎豆腐,猪肉菜系,"豆腐(200g), 猪瘦肉(100g), 青椒(50g), 葱(10g), 姜(5g), 食用油(15g), 酱油(10g), 盐(2g), 淀粉(5g)","午餐, 晚餐",咸鲜,5.8,365,28.5,22,10.5,荤菜
323,青椒肉片,猪肉菜系,"猪里脊肉(100g), 青椒(80g), 食用油(15g), 蒜(5g), 姜(3g), 生抽(8g), 料酒(5g), 淀粉(5g), 盐(2g), 糖(2g)","午餐, 晚餐",咸鲜,6.5,245,18,15,8,荤菜
324,青笋炒肉,猪肉菜系,"猪瘦肉(120g), 青笋(200g), 红椒(20g), 姜(5g), 蒜(5g), 葱(5g), 食用油(15g), 盐(2g), 酱油(8g), 料酒(5g), 淀粉(3g)","午餐, 晚餐",咸鲜,4.8,245,18,12,10,荤菜
325,青笋炒腊肉,猪肉菜系,"青笋片(150g), 腊肉片(80g), 蒜片(10g), 姜片(5g), 食用油(15g), 盐(2g), 鸡精(1g)","午餐, 晚餐",咸鲜,6.5,320,12,25,8,荤菜
326,青笋炒香肠,猪肉菜系,"青笋(100g), 香肠(50g), 食用油(8g), 大蒜(5g), 盐(2g)","午餐, 晚餐",咸鲜,3.2,150,6.5,10.2,6,荤菜
327,青笋豆干炒腊肠,猪肉菜系,"青笋(150g), 豆干(100g), 腊肠(80g), 食用油(15g), 蒜(10g), 盐(3g), 生抽(5g)","午餐, 晚餐",咸鲜,4.2,320,15,22,12,荤菜
328,韭菜台炒肉,猪肉菜系,"猪肉片(80g), 韭菜台(120g), 食用油(12g), 大蒜(8g), 姜(5g), 生抽(10g), 盐(2g), 料酒(5g)","午餐, 晚餐",咸鲜,4.2,215,12,14,8,荤菜
329,韭菜苔炒肉,猪肉菜系,"韭菜苔(150g),猪里脊肉(100g),食用油(15g),姜(5g),蒜(5g),盐(2g),生抽(10g),料酒(5g),淀粉(3g)","午餐, 晚餐",咸鲜,4.5,280,18.5,18,10.5,荤菜
330,韭黄炒肉丝,猪肉菜系,"猪里脊肉(120g), 韭黄(150g), 食用油(15g), 姜(5g), 蒜(5g), 盐(2g), 生抽(8g), 淀粉(3g), 料酒(5g)","午餐, 晚餐",咸鲜,5.8,280,18,18,10,荤菜
331,韭黄肉片,猪肉菜系,"猪里脊肉(100g), 韭黄(150g), 姜(5g), 蒜(5g), 食用油(15g), 盐(2g), 生抽(8g), 料酒(5g), 淀粉(3g), 白胡椒粉(0.5g)","午餐, 晚餐",咸鲜,4.5,250,15.5,15.2,10.8,荤菜
332,香干回锅,猪肉菜系,"香干(100g), 猪五花肉(50g), 青椒(30g), 红椒(20g), 蒜苗(20g), 食用油(15g), 豆瓣酱(10g), 酱油(5g), 糖(2g), 盐(1g)","午餐, 晚餐",咸鲜,6.5,320,18,24,12,荤菜
333,香干炒肉,猪肉菜系,"猪肉片(100g), 香干(80g), 青椒(30g), 红椒(20g), 食用油(15g), 大蒜(10g), 生抽(10g), 老抽(5g), 盐(2g), 糖(2g)","午餐, 晚餐",咸鲜,4.5,320,22.5,22,8.5,荤菜
334,香肠炒鸡蛋,猪肉菜系,"鸡蛋(100g), 香肠(80g), 食用油(15g), 小葱(10g), 盐(2g)","午餐, 晚餐",咸鲜,3.2,320,18,25,4,荤菜
335,香菇肉片,猪肉菜系,"猪肉片(100g), 鲜香菇(80g), 青椒(30g), 红椒(30g), 姜(5g), 蒜(5g), 葱(5g), 食用油(15g), 酱油(8g), 料酒(5g), 淀粉(3g), 盐(2g), 糖(2g)","午餐, 晚餐",咸鲜,4.8,235,16.5,14.2,9.8,荤菜
336,香辣猪肘,猪肉菜系,"猪肘肉(200g), 洋芋(100g), 青椒(30g), 红椒(30g), 洋葱(50g), 花生(15g), 食用油(15g), 香辣酱(25g), 酱油(10g), 糖(5g), 盐(2g), 姜蒜(10g)","午餐, 晚餐",麻辣,12.5,585,25.5,38.2,30.8,荤菜
337,香辣猪肝,猪肉菜系,"猪肝(120g), 青红椒(60g), 葱(15g), 姜(10g), 蒜(10g), 食用油(20g), 料酒(10g), 生抽(15g), 老抽(5g), 淀粉(10g), 干辣椒(5g), 花椒(2g), 盐(2g), 糖(3g)","午餐, 晚餐",麻辣,8.5,280,25,15,12,荤菜
338,香辣猪舌,猪肉菜系,"猪舌(150g), 青椒(50g), 红椒(30g), 干辣椒(10g), 花椒(5g), 姜(10g), 蒜(15g), 葱(10g), 食用油(20g), 酱油(15g), 料酒(10g), 糖(5g), 盐(2g)","午餐, 晚餐",麻辣,8.5,320,25,22,8,荤菜
339,香辣猪蹄,猪肉菜系,"猪蹄(200g), 干辣椒(10g), 花椒(5g), 生姜(10g), 大蒜(10g), 葱(10g), 食用油(20g), 酱油(15g), 料酒(10g), 白糖(5g), 盐(3g), 八角(2g), 香叶(1g)","午餐, 晚餐",麻辣,12.5,450,25,35,8,荤菜
340,香辣肉丁,猪肉菜系,"猪肉丁(120g), 青椒(30g), 红椒(30g), 小米辣(10g), 熟花生(20g), 食用油(15g), 酱油(10g), 料酒(5g), 淀粉(5g), 盐(2g), 糖(2g), 葱(5g), 姜(5g), 蒜(5g)","午餐, 晚餐",麻辣,8.5,420,25,30,15,荤菜
341,香辣肘子,猪肉菜系,"猪肘(300g), 干辣椒(15g), 花椒(8g), 生姜(20g), 大蒜(15g), 葱(20g), 料酒(20g), 酱油(25g), 老抽(10g), 冰糖(15g), 食用油(20g), 食盐(5g)","午餐, 晚餐",麻辣,18.5,680,35,48,12,荤菜
342,香辣虎皮猪脚,猪肉菜系,"猪脚(200g), 干辣椒(10g), 花椒(5g), 生姜(15g), 大蒜(10g), 大葱(20g), 食用油(20g), 酱油(15g), 料酒(10g), 白糖(5g), 盐(3g), 八角(2g), 桂皮(2g), 香叶(1g), 水(适量)","午餐, 晚餐",麻辣,12.5,380,25,28,8,荤菜
343,香酥脆皮肠,猪肉菜系,"脆皮肠(100g), 食用油(15g), 淀粉(10g), 面包糠(20g), 鸡蛋液(25g), 盐(1g), 五香粉(0.5g)","午餐, 晚餐",咸鲜,3.2,320,12.5,22,18.5,荤菜
344,鱼香肉丝,猪肉菜系,"猪里脊肉(120g), 木耳(30g), 胡萝卜(30g), 青椒(30g), 笋丝(30g), 葱(10g), 姜(5g), 蒜(10g), 食用油(20g), 郫县豆瓣酱(15g), 白糖(12g), 醋(10g), 酱油(8g), 料酒(5g), 淀粉(5g), 盐(2g)","午餐, 晚餐",鱼香,8.5,350,22,18,25,荤菜
345,鱼香肉丝,猪肉菜系,"猪肉丝(120g), 胡萝卜(50g), 韭菜(30g), 木耳(干, 泡发后)(30g), 葱(10g), 姜(5g), 蒜(10g), 食用油(15g), 酱油(10g), 醋(8g), 糖(10g), 料酒(5g), 淀粉(5g), 豆瓣酱(10g)","午餐, 晚餐",鱼香,8.5,350,20,18,25,荤菜
346,鸡蛋干腊肉,猪肉菜系,"鸡蛋干(100g), 腊肉(80g), 青椒(30g), 红椒(20g), 大蒜(10g), 食用油(15g), 生抽(8g), 糖(2g)","午餐, 晚餐",咸鲜,6.5,320,18,24,8,荤菜
347,鸡蛋火腿肠,猪肉菜系,"鸡蛋(100g), 火腿肠(100g), 食用油(15g), 盐(2g)","午餐, 晚餐",咸鲜,3.5,365,19.5,28.5,5,荤菜
348,鹿茸菇炒肉,猪肉菜系,"猪肉片(120g), 鹿茸菇(100g), 青椒(30g), 红椒(30g), 姜(10g), 蒜(10g), 食用油(15g), 生抽(10g), 蚝油(8g), 盐(2g), 糖(2g), 淀粉(5g)","午餐, 晚餐",咸鲜,8.5,320,18,22,12,荤菜
349,麻嘴猪肝,猪肉菜系,"猪肝(120g), 青椒(50g), 红椒(30g), 姜(10g), 蒜(15g), 干辣椒(5g), 花椒(3g), 食用油(20g), 料酒(10g), 生抽(15g), 淀粉(8g), 盐(2g), 糖(2g)","午餐, 晚餐",咸鲜,8.5,280,25,16,10,荤菜
350,麻辣小酥肉,猪肉菜系,"猪里脊肉(200g), 鸡蛋(40g), 红薯淀粉(50g), 普通面粉(20g), 食用油(1500g, 炸制耗油约30g), 干辣椒(10g), 花椒(5g), 姜末(10g), 蒜末(10g), 葱花(10g), 生抽(15g), 料酒(10g), 盐(3g), 糖(2g), 白芝麻(5g)","午餐, 晚餐",麻辣,8.5,485,25,32,25,荤菜
351,麻辣猪血,猪肉菜系,"猪血(200g), 食用油(15g), 郫县豆瓣酱(20g), 干辣椒(5g), 花椒(3g), 葱(10g), 姜(10g), 蒜(10g), 酱油(10g), 盐(2g), 糖(3g), 淀粉(5g), 水或高汤(50g)","午餐, 晚餐",麻辣,4.8,285,12.5,18.2,12.7,荤菜
352,黄瓜炒猪肝,猪肉菜系,"猪肝(100g), 黄瓜(150g), 葱(5g), 姜(5g), 蒜(5g), 食用油(15g), 料酒(5g), 生抽(10g), 老抽(2g), 淀粉(5g), 盐(1g), 糖(1g)","午餐, 晚餐",咸鲜,4.5,235,18.5,13.2,8.5,荤菜
353,黄瓜肉片,猪肉菜系,"猪里脊肉(120g), 黄瓜(150g), 食用油(15g), 葱(5g), 姜(3g), 蒜(5g), 酱油(10g), 料酒(5g), 淀粉(3g), 盐(2g)","午餐, 晚餐",咸鲜,4.8,285,18.5,18.2,9.5,荤菜
354,黄豆焖猪手,猪肉菜系,"猪手块(200g), 黄豆(60g), 姜(10g), 葱(5g), 食用油(15g), 酱油(15g), 料酒(10g), 冰糖(8g), 八角(1g), 水(适量)","午餐, 晚餐",咸鲜,8.5,450,25,32,15,荤菜
355,黑三剁,猪肉菜系,"猪肉末(80g), 青尖椒(30g), 红尖椒(30g), 玫瑰大头菜(40g), 米饭(300g), 大蒜(10g), 姜(5g), 食用油(15g), 生抽(10g), 老抽(3g), 糖(2g)","午餐, 晚餐",咸鲜,8.5,520,18,20,65,荤菜
356,鼓汁排骨,猪肉菜系,"猪肋排(150g), 豆豉(15g), 蒜(10g), 姜(5g), 红椒(5g), 葱(5g), 食用油(8g), 生抽(10g), 料酒(5g), 糖(3g), 淀粉(5g)","午餐, 晚餐",咸鲜,8.5,320,18,25,6,荤菜
357,冬瓜红烧肉,红烧肉菜系,"带皮五花肉(150g), 冬瓜(150g), 姜(10g), 葱(15g), 八角(1g), 食用油(15g), 酱油(15g), 老抽(5g), 料酒(10g), 冰糖(10g), 盐(2g)","午餐, 晚餐",咸鲜,8.5,450,18,35,15,荤菜
358,千叶豆腐红烧肉,红烧肉菜系,"千叶豆腐(200g), 猪五花肉(150g), 食用油(15g), 葱(10g), 姜(5g), 蒜(5g), 八角(1g), 冰糖(10g), 生抽(15g), 老抽(5g), 料酒(10g), 水(适量)","午餐, 晚餐",咸鲜,8.5,450,25,30,20,荤菜
359,土豆红烧肉,红烧肉菜系,"五花肉(200g), 土豆(150g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 冰糖(10g), 生抽(15g), 老抽(5g), 料酒(10g)","午餐, 晚餐",咸鲜,8.5,520,18,35,30,荤菜
360,干笋红烧肉,红烧肉菜系,"五花肉(200g), 干笋(50g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 冰糖(15g), 生抽(20g), 老抽(5g), 料酒(10g), 水(适量)","午餐, 晚餐",咸鲜,12.5,580,18,45,20,荤菜
361,板栗红烧肉,红烧肉菜系,"五花肉(200g), 板栗(100g), 葱(10g), 姜(10g), 八角(2g), 冰糖(15g), 食用油(10g), 酱油(15g), 料酒(10g), 盐(3g)","午餐, 晚餐",咸鲜,12.5,580,18,42,28,荤菜
362,油豆腐红烧肉,红烧肉菜系,"五花肉(150g), 油豆腐(100g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 生抽(20g), 老抽(5g), 料酒(10g), 冰糖(10g), 盐(2g), 水(适量)","午餐, 晚餐",咸鲜,8.5,650,25,50,15,荤菜
363,玉米红烧肉,红烧肉菜系,"五花肉(120g), 玉米(80g), 葱(10g), 姜(5g), 食用油(8g), 酱油(15g), 料酒(10g), 冰糖(8g), 八角(1g), 水(50g)","午餐, 晚餐",咸鲜,8.5,420,12,30,25,荤菜
364,老班长红烧肉,红烧肉菜系,"五花肉(250g), 冰糖(20g), 生姜(10g), 葱(15g), 八角(2g), 桂皮(2g), 料酒(15g), 老抽(15g), 生抽(10g), 食用油(10g)","午餐, 晚餐",咸鲜,18.5,650,25,55,15,荤菜
365,腐竹红烧肉,红烧肉菜系,"五花肉(200g), 干腐竹(50g), 食用油(15g), 冰糖(15g), 生抽(20g), 老抽(5g), 料酒(10g), 姜(10g), 葱(10g), 八角(1g), 水(适量)","午餐, 晚餐",咸鲜,8.5,580,25,42,20,荤菜
366,芋头红烧肉,红烧肉菜系,"五花肉(150g), 芋头(150g), 食用油(10g), 冰糖(10g), 生抽(15g), 老抽(5g), 料酒(10g), 姜(5g), 葱(5g), 水(200g)","午餐, 晚餐",咸鲜,8.5,520,15,35,30,荤菜
367,花生红烧肉,红烧肉菜系,"五花肉(150g), 花生(50g), 葱(10g), 姜(5g), 八角(2g), 食用油(15g), 酱油(15g), 料酒(10g), 冰糖(10g), 盐(3g)","午餐, 晚餐",咸鲜,8.5,680,28,55,12,荤菜
368,葱香红烧肉,红烧肉菜系,"五花肉(150g), 大葱(30g), 生姜(10g), 冰糖(15g), 食用油(10g), 料酒(15g), 生抽(20g), 老抽(5g), 水(适量)","午餐, 晚餐",葱香,8.5,520,18,45,12,荤菜
369,香干红烧肉,红烧肉菜系,"五花肉(150g), 香干(100g), 食用油(10g), 葱(5g), 姜(5g), 蒜(5g), 八角(1g), 桂皮(1g), 冰糖(10g), 料酒(10g), 老抽(8g), 生抽(10g), 盐(2g), 水(适量)","午餐, 晚餐",咸鲜,7.5,450,25,35,12,荤菜
370,鹌鹑蛋红烧肉,红烧肉菜系,"五花肉(200g), 鹌鹑蛋(100g), 葱(10g), 姜(10g), 冰糖(15g), 食用油(10g), 生抽(15g), 老抽(5g)","午餐, 晚餐",咸鲜,8.5,520,18,42,12,荤菜
371,贵州辣子鸡,鸡肉鸭肉菜系,"鸡肉(200g), 干辣椒(15g), 花椒(5g), 姜(10g), 蒜(10g), 葱(10g), 食用油(20g), 酱油(15g), 料酒(10g), 盐(3g), 糖(2g), 淀粉(5g)","午餐, 晚餐",麻辣,12.5,420,32,28,10,荤菜
372,剁椒鸡,鸡肉鸭肉菜系,"鸡块(150g), 剁椒(30g), 姜(10g), 蒜(10g), 食用油(15g), 料酒(5g), 生抽(10g), 糖(2g), 葱(5g)","午餐, 晚餐",麻辣,5.8,320,25,22,5,荤菜
373,辣子鸡丁,鸡肉鸭肉菜系,"鸡胸肉(200g), 干辣椒(30g), 花椒(10g), 葱(20g), 姜(10g), 蒜(15g), 食用油(30g), 酱油(15g), 料酒(10g), 淀粉(15g), 白糖(5g), 盐(3g), 熟花生米(30g)","午餐, 晚餐",麻辣,8.5,520,42,30,20,荤菜
374,香辣掌中宝,鸡肉鸭肉菜系,"掌中宝(150g), 干辣椒(10g), 花椒(5g), 葱(20g), 姜(10g), 蒜(15g), 食用油(30g), 生抽(15g), 料酒(10g), 糖(5g), 盐(2g), 淀粉(10g)","午餐, 晚餐",麻辣,8.5,420,22,30,15,荤菜
375,剁椒粉蒸鸡,鸡肉鸭肉菜系,"鸡腿肉(200g), 米粉(80g), 剁椒(30g), 姜末(10g), 蒜末(10g), 葱花(5g), 食用油(15g), 生抽(15g), 料酒(10g), 白糖(5g), 盐(2g)","午餐, 晚餐",麻辣,8.5,420,25,18,35,荤菜
376,山药炖鸡,鸡肉鸭肉菜系,"鸡腿肉(200g), 山药(150g), 姜(10g), 葱(10g), 料酒(10g), 盐(5g), 食用油(5g), 水(适量)","午餐, 晚餐",清淡,8.5,320,28,12,25,汤类
377,红枣虫草花蒸鸡,鸡肉鸭肉菜系,"鸡腿肉(120g), 红枣(15g), 虫草花(干)(5g), 枸杞(2g), 姜(5g), 葱(5g), 盐(1g), 白胡椒粉(0.5g), 料酒(5g), 淀粉(3g), 食用油(3g)","午餐, 晚餐",清淡,8.5,195,20.5,9,8.2,荤菜
378,尖椒小炒鸡,鸡肉鸭肉菜系,"鸡腿肉(200g), 青尖椒(100g), 红尖椒(30g), 姜(10g), 蒜(15g), 食用油(15g), 生抽(10g), 老抽(5g), 料酒(10g), 盐(2g), 糖(2g), 淀粉(5g)","午餐, 晚餐",咸鲜,8.5,350,28,20,12,荤菜
379,新疆大盘鸡,鸡肉鸭肉菜系,"鸡腿肉(200g), 土豆(150g), 青椒(50g), 红椒(30g), 洋葱(50g), 干辣椒(10g), 姜(10g), 蒜(15g), 大葱(20g), 宽面条/皮带面(200g), 食用油(20g), 酱油(15g), 老抽(5g), 料酒(10g), 糖(10g), 盐(5g), 花椒(3g), 八角(2g), 桂皮(1g), 水(适量)","午餐, 晚餐",咸鲜,18.5,685,35,22,78,荤菜
380,干锅鸡杂,鸡肉鸭肉菜系,"鸡杂(150g), 藕片(50g), 土豆(50g), 青椒(30g), 红椒(20g), 洋葱(30g), 干辣椒(5g), 花椒(2g), 姜(10g), 蒜(15g), 葱(10g), 食用油(20g), 豆瓣酱(15g), 生抽(10g), 老抽(5g), 料酒(10g), 糖(3g), 盐(2g)","午餐, 晚餐",麻辣,8.5,420,22,25,28,荤菜
381,奥尔良鸡腿,鸡肉鸭肉菜系,"鸡翅中(200g), 奥尔良腌料(10g), 食用油(5g), 蜂蜜(5g)","午餐, 晚餐",咸鲜,4.5,320,25,20,8,荤菜
382,腐竹烧鸭,鸡肉鸭肉菜系,"鸭肉(150g), 腐竹(50g), 食用油(15g), 姜(10g), 葱(10g), 酱油(15g), 料酒(10g), 白糖(5g), 盐(2g)","午餐, 晚餐",咸鲜,8.5,380,22,25,12,荤菜
383,川味品水鸡,鸡肉鸭肉菜系,"鸡腿肉(200g), 黄瓜(100g), 葱(20g), 姜(10g), 蒜(15g), 花椒油(10g), 辣椒油(15g), 生抽(15g), 香醋(5g), 白糖(5g), 盐(2g), 熟芝麻(3g), 花生碎(10g)","午餐, 晚餐",咸鲜,8.5,320,28,20,8,荤菜
384,客家咸鸡,鸡肉鸭肉菜系,"鸡腿(200g), 盐(15g), 姜片(10g), 葱段(10g), 料酒(10g), 花椒(5g), 八角(2g)","午餐, 晚餐",咸鲜,8.5,320,28,22,2,荤菜
385,沾益辣子鸡,鸡肉鸭肉菜系,"鸡肉(200g), 干辣椒(30g), 姜(10g), 蒜(10g), 食用油(25g), 料酒(10g), 酱油(15g), 盐(3g), 糖(2g), 花椒(2g), 芝麻(2g)","午餐, 晚餐",麻辣,12.5,420,32,28,10,荤菜
386,花椒鸡,鸡肉鸭肉菜系,"鸡腿肉(200g), 花椒(5g), 酱油(30g), 料酒(10g), 姜(10g), 蒜(10g), 葱(10g), 食用油(15g), 糖(5g), 盐(2g)","午餐, 晚餐",咸鲜,8.5,350,28,22,8,荤菜
387,粉蒸鸡块,鸡肉鸭肉菜系,"鸡腿肉(200g), 蒸肉米粉(80g), 土豆(150g), 姜(10g), 葱(15g), 蒜(10g), 郫县豆瓣酱(20g), 料酒(10g), 生抽(15g), 老抽(5g), 糖(5g), 食用油(10g), 水(适量)","午餐, 晚餐",清淡,8.5,480,28,22,42,荤菜
388,芋儿烧鸡,鸡肉鸭肉菜系,"鸡肉(200g), 芋头(150g), 食用油(15g), 姜(10g), 蒜(10g), 葱(5g), 豆瓣酱(15g), 酱油(10g), 料酒(10g), 盐(2g), 糖(3g), 水(适量)","午餐, 晚餐",咸鲜,8.5,420,25,18,35,荤菜
389,魔芋烧鸡,鸡肉鸭肉菜系,"鸡肉(200g), 魔芋丝(100g), 食用油(15g), 郫县豆瓣酱(15g), 姜(10g), 蒜(10g), 葱(10g), 生抽(10g), 老抽(5g), 料酒(10g), 糖(5g), 盐(2g), 水(适量)","午餐, 晚餐",咸鲜,8.5,350,25,20,15,荤菜
390,仔姜炒鸭,鸡肉鸭肉菜系,"鸭肉(200g), 仔姜(30g), 青椒(20g), 红椒(10g), 大蒜(10g), 食用油(15g), 料酒(10g), 生抽(15g), 老抽(5g), 盐(2g), 糖(3g), 淀粉(5g)","午餐, 晚餐",咸鲜,8.5,350,25,22,10,荤菜
391,鸭血烧鸭子,鸡肉鸭肉菜系,"鸭肉(150g), 鸭血(100g), 姜(10g), 葱(15g), 蒜(10g), 干辣椒(5g), 食用油(20g), 酱油(15g), 料酒(10g), 糖(5g), 盐(3g)","午餐, 晚餐",咸鲜,8.5,320,25,20,8,荤菜
392,小鸡炖蘑菇,鸡肉鸭肉菜系,"鸡腿肉(150g), 干榛蘑(20g), 粉条(50g), 葱(10g), 姜(5g), 蒜(5g), 食用油(15g), 酱油(10g), 料酒(5g), 盐(3g), 糖(2g), 水(适量)","午餐, 晚餐",清淡,8.5,420,28,18,35,汤类
393,香芋烧鸭,鸡肉鸭肉菜系,"鸭肉(150g), 香芋(100g), 姜(10g), 葱(10g), 食用油(15g), 酱油(15g), 料酒(10g), 糖(5g), 盐(2g)","午餐, 晚餐",咸鲜,8.5,350,18,22,20,荤菜
394,虫草花蒸鸡,鸡肉鸭肉菜系,"鸡腿肉(200g), 干虫草花(10g), 姜(10g), 葱(10g), 料酒(10g), 生抽(15g), 蚝油(10g), 白胡椒粉(1g), 盐(2g), 淀粉(5g), 食用油(5g)","午餐, 晚餐",清淡,8.5,280,30,12,8,荤菜
395,白切沙姜鸡,鸡肉鸭肉菜系,"鸡腿肉(200g), 沙姜(15g), 姜(10g), 葱(10g), 食用油(5g), 生抽(15g), 盐(2g)","午餐, 晚餐",咸鲜,8.5,320,28,22,3,荤菜
396,虎皮凤爪烧黄豆,鸡肉鸭肉菜系,"鸡爪(150g), 黄豆(50g), 食用油(15g), 姜(5g), 葱(5g), 八角(1g), 桂皮(1g), 生抽(10g), 老抽(5g), 料酒(10g), 冰糖(8g), 盐(2g), 水(适量)","午餐, 晚餐",咸鲜,6.5,320,25,18,15,荤菜
397,猪肚炖鸡,鸡肉鸭肉菜系,"猪肚(150g), 鸡肉(150g), 生姜(15g), 葱(10g), 料酒(10g), 白胡椒粒(3g), 盐(5g), 清水(400g)","午餐, 晚餐",清淡,12.5,350,32,20,6,汤类
398,黄焖鸡,鸡肉鸭肉菜系,"鸡腿肉(200g), 土豆(150g), 青椒(30g), 红椒(20g), 干香菇(10g), 姜(10g), 蒜(10g), 食用油(15g), 黄焖酱汁(50g), 水(适量)","午餐, 晚餐",咸鲜,8.5,420,28,18,35,荤菜
399,口水鸡,鸡肉鸭肉菜系,"鸡腿肉(120g), 黄瓜丝(30g), 花生碎(15g), 芝麻酱(20g), 辣椒油(15g), 生抽(10g), 香醋(5g), 白糖(5g), 蒜末(8g), 姜末(5g), 葱花(5g), 花椒粉(2g), 食盐(2g)","午餐, 晚餐",麻辣,8.5,320,22,22,10,荤菜
400,柠檬鬼鸡,鸡肉鸭肉菜系,"鸡胸肉(200g), 柠檬汁(30g), 小米椒(10g), 蒜末(15g), 香菜(20g), 姜末(10g), 生抽(20g), 盐(3g), 糖(5g), 芝麻油(5g), 熟白芝麻(2g)","午餐, 晚餐",咸鲜,8.5,280,38,10,8,荤菜
401,干锅鸡,鸡肉鸭肉菜系,"鸡腿肉(200g), 土豆(100g), 青椒(50g), 红椒(50g), 洋葱(50g), 干辣椒(10g), 花椒(5g), 姜(10g), 蒜(20g), 葱(20g), 食用油(30g), 郫县豆瓣酱(20g), 生抽(15g), 老抽(5g), 糖(5g), 盐(2g), 料酒(10g), 白芝麻(3g)","午餐, 晚餐",麻辣,12.5,485,32,28,25,荤菜
402,酥肉鸡块,鸡肉鸭肉菜系,"鸡胸肉(120g), 鸡蛋液(30g), 淀粉(40g), 面粉(30g), 食用油(炸用, 约30g), 盐(2g), 白胡椒粉(1g), 料酒(5g), 生姜粉(1g)","午餐, 晚餐",咸鲜,5.8,420,28,22,28,荤菜
403,玉米蒸滑鸡,鸡肉鸭肉菜系,"鸡腿肉(200g), 玉米粒(80g), 胡萝卜丁(30g), 香菇(30g), 生姜(10g), 葱(10g), 盐(3g), 白胡椒粉(1g), 料酒(10g), 淀粉(10g), 食用油(5g)","午餐, 晚餐",清淡,6.5,320,28,12,25,荤菜
404,手撕鸡,鸡肉鸭肉菜系,"鸡胸肉(200g), 黄瓜(50g), 胡萝卜(30g), 葱(10g), 姜(5g), 蒜(10g), 香菜(5g), 生抽(15g), 香醋(10g), 香油(5g), 辣椒油(8g), 白糖(3g), 盐(2g), 白芝麻(2g)","午餐, 晚餐",咸鲜,6.5,320,35,18,8,荤菜
405,手撕鸡腿肉,鸡肉鸭肉菜系,"鸡腿肉(120g), 黄瓜丝(30g), 胡萝卜丝(20g), 葱丝(10g), 香菜(5g), 熟白芝麻(3g), 辣椒油(8g), 芝麻酱(15g), 生抽(10g), 香醋(5g), 白糖(3g), 蒜末(5g), 姜末(2g), 食盐(1g)","午餐, 晚餐",咸鲜,6.5,280,22,18,8,荤菜
406,咖啡鸡,鸡肉鸭肉菜系,"鸡腿肉(200g), 胡萝卜(50g), 青椒(30g), 红椒(30g), 洋葱(50g), 食用油(15g), 酱油(15g), 料酒(10g), 咖啡粉(5g), 糖(5g), 盐(2g), 淀粉(5g), 水(50g)","午餐, 晚餐",咸鲜,8.5,350,25,18,20,荤菜
407,白果猪肚鸡,鸡肉鸭肉菜系,"猪肚(200g), 鸡肉(150g), 白果(50g), 大枣(20g), 虫草花(10g), 生姜(10g), 葱(5g), 料酒(10g), 食盐(5g), 白胡椒粉(1g)","午餐, 晚餐",咸鲜,18.5,420,38,22,12,荤菜
408,洋芋黄焖鸡,鸡肉鸭肉菜系,"鸡腿肉(200g), 土豆(150g), 青椒(30g), 红椒(20g), 姜(10g), 蒜(10g), 干辣椒(5g), 食用油(15g), 黄焖酱汁(40g), 水(100g)","午餐, 晚餐",咸鲜,8.5,420,28,18,35,荤菜
409,宫爆鸡,鸡肉鸭肉菜系,"鸡胸肉(120g), 黄瓜(50g), 熟花生(30g), 玉米粒(30g), 干辣椒(5g), 花椒(2g), 葱(10g), 姜(5g), 蒜(5g), 食用油(20g), 酱油(15g), 醋(10g), 糖(10g), 盐(2g), 淀粉(15g), 水(20g)","午餐, 晚餐",咸鲜,8.5,450,28,22,35,荤菜
410,黑椒鸡片,鸡肉鸭肉菜系,"鸡胸肉(200g), 青椒(50g), 红椒(50g), 洋葱(50g), 黑椒酱(30g), 食用油(15g), 淀粉(5g), 料酒(10g), 盐(2g)","午餐, 晚餐",咸鲜,8.5,320,32,15,18,荤菜
